,strasbourg_metropole_quotient_familial,uid,cout_cantine
11156,1078,796101078,1537.0
11158,1,796200001,156.0
11159,99999,796299999,186.3
6851,99999,796399999,1863.0
11161,1,796400001,115.5
11162,330,796500330,276.0
11163,473,796500473,55.9
10641,1,796600001,232.5
11168,1,796700001,379.5
11169,548,796800548,704.7
11170,915,796900915,48.4
11171,380,797000380,49.5
11172,447,797000447,43.0
11175,351,797100351,199.5
11176,1111,797201111,1542.8
11177,209,797300209,408.0
11180,1,797400001,25.5
11179,541,797500541,62.100002
11181,1,797600001,198.0
11182,1,797700001,595.5
11185,599,797800599,367.2
11186,153,797900153,391.5
11188,1973,798001973,850.5
11190,1977,798101977,1656.9001
11192,283,798200283,204.0
11195,1033,798301033,388.6
11194,415,798400415,0.0
11196,1153,798501153,1571.8
11197,434,798600434,584.80005
11198,762,798700762,45.6
11199,99999,798799999,13.8
11200,524,798800524,356.4
11202,255,798900255,487.5
11204,778,799000778,516.8
11205,1449,799101449,742.4
11207,99999,799299999,800.4
11209,99999,799399999,34.5
11210,312,799400312,204.0
11211,489,799500489,281.65002
11212,394,799600394,141.0
11215,1,799700001,136.5
11216,224,799800224,400.5
11218,598,799900598,639.9
11220,244,800000244,199.5
11221,1269,800101269,1490.6001
11223,120,800200120,12.0
11224,411,800300411,844.95
11228,435,800400435,290.25
11229,1,800500001,399.0
11230,1,800600001,367.5
11231,682,800700682,884.0
11233,318,800800318,412.5
11234,865,800900865,92.4
11235,614,801000614,348.30002
21,639,801100639,279.5
11236,764,801200764,516.8
11237,482,801300482,292.40002
11239,1,801400001,388.5
11242,704,801500704,403.0
11243,520,801600520,216.0
11246,99999,801799999,786.60004
11262,461,801800461,281.65002
11247,492,801900492,290.25
11248,431,802000431,281.65002
11250,422,802100422,34.4
11253,1487,802201487,742.4
11256,99999,802399999,62.100002
11257,170,802400170,3.0
11259,374,802500374,136.5
11260,99999,802699999,1621.5
11261,384,802700384,277.5
11264,141,802800141,177.0
11265,704,802900704,286.0
11266,1030,803001030,459.0
11268,737,803100737,630.8
11272,741,803200741,15.2
11274,263,803300263,183.0
11276,378,803400378,135.0
11277,99999,803499999,62.100002
11280,666,803500666,425.75
11281,756,803600756,494.0
11283,663,803700663,338.0
11284,796,803700796,102.6
11286,605,803800605,205.20001
12685,99999,803999999,158.7
11289,278,804000278,382.5
11291,99999,804199999,0.0
11292,355,804200355,202.5
11293,683,804300683,87.75
11294,342,804400342,10.5
11295,244,804500244,400.5
11297,583,804600583,488.7
14278,1,804700001,40.5
11300,852,804800852,589.60004
11302,308,804900308,198.0
11304,380,805000380,199.5
11305,2116,805102116,1007.4
11306,522,805200522,172.8
11307,672,805200672,126.75
11308,398,805300398,202.5
11312,244,805400244,28.5
11313,251,805500251,183.0
11314,316,805600316,196.5
11317,1599,805701599,831.60004
11318,363,805800363,303.0
11321,1,805900001,120.0
11324,424,806000424,417.1
11325,99999,806199999,1869.9
11327,582,806200582,367.2
11328,1,806300001,195.0
11330,452,806400452,292.40002
11331,482,806500482,255.85
11332,391,806600391,201.0
11333,317,806700317,48.0
11337,654,806800654,780.0
11339,340,806900340,406.5
11340,438,807000438,156.95001
11341,582,807100582,16.2
11342,1,807200001,477.0
11344,1,807300001,42.0
11346,868,807400868,39.600002
11347,907,807400907,369.6
11353,1309,807501309,1554.4
11354,99999,807699999,0.0
11355,1146,807701146,759.80005
11357,684,807800684,208.0
11358,99999,807899999,96.6
11360,124,807900124,202.5
11439,390,808000390,52.5
11364,649,808100649,208.0
11365,869,808200869,1152.8
11366,1,808300001,204.0
11367,369,808400369,43.5
11368,2413,808502413,910.8
11369,752,808600752,516.8
11373,479,808700479,126.850006
11374,326,808800326,1.5
11376,705,808900705,357.5
11377,273,809000273,202.5
11379,623,809100623,416.0
11380,1,809200001,202.5
11381,125,809300125,162.0
11382,366,809400366,0.0
11383,373,809400373,0.0
11384,423,809500423,17.2
11386,449,809600449,167.70001
11388,400,809700400,202.5
11389,1,809800001,405.0
11390,423,809900423,264.45
11392,1617,810001617,270.9
11393,354,810100354,403.5
11395,534,810200534,345.6
11396,1,810300001,132.0
11398,357,810400357,406.5
11401,1375,810501375,696.0
11402,851,810600851,0.0
11406,374,810700374,186.0
11407,657,810800657,52.0
11408,857,810900857,457.6
11409,99999,810999999,158.7
11411,1,811000001,0.0
11412,858,811100858,1056.0
11413,473,811200473,189.20001
11414,399,811300399,396.0
11416,257,811400257,190.5
11417,273,811500273,385.5
11418,358,811600358,61.5
11419,99999,811799999,2277.0
11420,486,811800486,524.60004
11421,547,811800547,8.1
11422,343,811900343,150.0
11423,1,812000001,397.5
11425,357,812100357,379.5
11426,403,812200403,387.0
11427,1029,812301029,244.79999
11428,1075,812401075,382.80002
11430,2362,812502362,2801.4
11431,1036,812601036,667.0
11432,1,812700001,201.0
11435,322,812800322,91.5
11436,562,812900562,5.4
11440,1024,813001024,1356.6
11441,287,813100287,76.5
11442,505,813200505,290.25
11443,917,813300917,506.0
11444,1,813400001,327.0
11445,99999,813499999,317.4
11448,1414,813501414,794.6
11450,408,813600408,201.0
11451,521,813700521,345.6
11452,432,813800432,292.4
11455,2797,813902797,669.3
11456,1658,814001658,793.80005
11457,379,814100379,187.5
11458,380,814200380,204.0
11461,1058,814301058,23.2
11462,1591,814401591,642.60004
11463,408,814500408,0.0
11464,1479,814601479,771.4
11467,1,814700001,406.5
11470,1,814800001,201.0
11471,658,814900658,867.75
11472,1106,815001106,446.6
11473,1988,815001988,321.30002
11474,100,815100100,204.0
11475,831,815200831,585.2
11476,440,815300440,75.25
11477,99999,815499999,1876.8
11479,811,815500811,516.8
11480,156,815600156,106.5
11481,99999,815799999,207.0
11483,591,815800591,345.6
11484,1167,815901167,1705.2001
11486,733,816000733,1508.6
11488,1,816100001,204.0
11489,399,816200399,400.5
11491,480,816300480,285.95
11492,735,816400735,152.0
11493,96,816500096,204.0
11494,345,816600345,612.0
11497,265,816700265,202.5
11498,1670,816801670,1701.0
11499,232,816900232,165.0
11500,399,816900399,288.0
11501,99999,817099999,662.4
11502,514,817100514,356.4
11503,317,817200317,190.5
13246,830,817300830,66.0
13247,1385,817301385,696.0
11504,1,817400001,198.0
11505,506,817500506,197.8
11506,1,817600001,610.5
11508,559,817700559,548.1
11509,670,817700670,221.0
11511,506,817800506,98.9
11515,439,817900439,533.2
11514,339,818000339,186.0
11519,1399,818101399,638.0
11518,1875,818201875,850.5
11522,918,818300918,356.4
11523,826,818400826,506.0
11524,381,818500381,69.0
11526,327,818600327,190.5
11527,1986,818701986,1039.5
11529,1,818800001,396.0
11531,484,818900484,264.45
11532,442,819000442,554.7001
11534,760,819100760,494.0
11535,582,819200582,342.9
11536,1,819300001,204.0
11538,538,819400538,132.3
11539,1,819500001,202.5
11540,351,819600351,198.0
11541,321,819700321,382.5
11544,473,819800473,776.15
11545,1,819900001,204.0
11546,2919,820002919,793.5
11547,1,820100001,231.0
11549,386,820200386,202.5
6940,208,820300208,186.0
11552,504,820400504,25.800001
11553,433,820500433,0.0
11555,530,820600530,704.7
11556,1,820700001,204.0
11557,38,820800038,165.0
11558,364,820900364,91.5
11560,964,821000964,5.1
11561,598,821100598,707.4
11562,350,821200350,382.5
11564,548,821300548,726.30005
11565,1,821400001,202.5
11566,568,821500568,367.2
11567,495,821600495,281.65002
11568,888,821700888,1760.0
11571,405,821800405,195.0
11572,1,821900001,28.5
11573,379,822000379,204.0
11574,1276,822101276,545.2
11576,1,822200001,198.0
11577,876,822300876,572.0
11578,447,822400447,290.25
11579,282,822500282,172.5
11581,603,822600603,342.9
11582,99999,822799999,910.8
11583,1,822800001,204.0
11584,188,822900188,204.0
11585,289,823000289,391.5
11586,675,823100675,435.5
11587,1,823200001,198.0
11588,418,823300418,131.15001
8905,433,823400433,195.65001
11589,649,823500649,705.25
11591,281,823600281,270.0
11592,451,823600451,135.45001
11593,1,823700001,0.0
11595,346,823800346,144.0
11596,706,823900706,429.0
187,399,824000399,58.5
11600,1,824100001,400.5
11601,395,824200395,391.5
11602,1,824300001,352.5
13498,454,824400454,197.8
11604,486,824500486,163.40001
11605,686,824500686,52.0
11606,99999,824699999,0.0
11607,614,824700614,37.8
11608,322,824800322,40.5
11609,99999,824899999,724.5
11610,429,824900429,832.05005
11612,564,825000564,89.100006
11613,506,825100506,0.0
11614,99999,825299999,1200.6001
11617,267,825300267,205.5
11620,611,825400611,342.9
1768,99999,825599999,151.8
11621,1,825600001,204.0
11622,341,825700341,105.0
11623,264,825800264,43.5
11625,415,825900415,135.45001
11626,433,826000433,313.9
11628,342,826100342,213.0
11630,490,826200490,477.30005
11634,1823,826301823,422.1
11633,4007,826404007,931.5
11635,99999,826599999,903.9
11636,1393,826601393,783.0
11637,3370,826703370,931.5
11640,3068,826803068,724.5
11644,406,826900406,33.0
11645,1016,826901016,127.5
11646,490,827000490,19.35
11650,1958,827101958,478.80002
11651,2195,827102195,324.30002
11649,1404,827201404,771.4
11652,1171,827301171,1542.8
11655,577,827400577,351.0
11658,955,827500955,91.799995
11659,1612,827501612,12.6
11661,3233,827603233,358.80002
11664,548,827700548,364.5
11665,1486,827801486,568.4
11666,1487,827901487,742.4
11671,1,828000001,201.0
11672,380,828100380,190.5
11673,3325,828203325,434.7
11677,99999,828399999,890.10004
11679,2021,828402021,844.2
11680,1192,828501192,748.2
11681,1045,828601045,174.0
11682,1089,828601089,609.0
11683,1686,828701686,81.9
11684,1867,828701867,529.2
11685,1593,828801593,730.80005
11689,804,828900804,452.19998
11691,1556,829001556,541.8
11692,1421,829101421,783.0
11693,1679,829201679,819.0
11695,1435,829301435,783.0
11696,491,829400491,0.0
11697,99999,829599999,924.60004
11698,1960,829601960,428.40002
11700,1522,829701522,783.0
11699,582,829800582,5.4
11702,450,829900450,6.4500003
11704,407,830000407,0.0
11705,6417,830106417,917.7
11706,790,830200790,513.0
11707,687,830300687,65.0
11708,796,830400796,288.8
11710,493,830500493,571.9
11711,273,830600273,144.0
11712,1719,830701719,850.5
11716,355,830800355,201.0
11720,585,830900585,337.5
11724,251,831000251,202.5
11725,1,831100001,120.0
11726,99999,831299999,931.5
11727,442,831300442,255.85
11728,1055,831401055,783.0
11729,1,831500001,327.0
11731,874,831600874,1135.2
11735,1854,831701854,825.30005
11736,1369,831801369,452.40002
11737,1765,831901765,837.9
11738,1,832000001,394.5
11740,612,832100612,356.4
11741,1217,832201217,771.4
11747,2308,832302308,903.9
11750,370,832400370,202.5
11751,297,832500297,10.5
11753,551,832600551,720.9
11755,939,832700939,453.9
11758,99999,832899999,931.5
11761,325,832900325,175.5
11762,1190,833001190,736.60004
11765,898,833100898,338.80002
11767,2619,833202619,696.9
11768,1559,833301559,837.9
11769,1586,833401586,800.10004
11770,836,833500836,580.8
11773,1300,833601300,736.60004
11778,426,833700426,51.600002
11779,1597,833801597,850.5
11785,1219,833901219,713.4
11787,2511,834002511,924.60004
11791,2132,834102132,890.10004
11796,4231,834204231,910.8
11800,99999,834399999,924.60004
11802,686,834400686,351.0
11805,625,834500625,438.75
11810,371,834600371,123.0
11808,1221,834701221,1345.6001
11811,283,834800283,202.5
11814,300,834900300,73.5
11815,2303,835002303,897.0
11820,1359,835101359,440.80002
11827,764,835200764,11.4
11829,2181,835302181,1849.2001
11836,937,835400937,0.0
11837,99999,835599999,931.5
11838,1628,835601628,819.0
11840,883,835700883,149.6
11843,1858,835801858,743.4
11844,2182,835802182,110.4
11846,1296,835901296,777.2
11852,978,836000978,678.3
11855,1336,836101336,783.0
11856,650,836200650,412.75
11857,1583,836301583,768.60004
11861,328,836400328,396.0
11864,676,836500676,84.5
11865,417,836600417,70.950005
11871,225,836700225,195.0
11872,828,836800828,400.4
11875,720,836900720,130.0
11879,1030,837001030,443.7
11883,509,837100509,281.65002
11882,2046,837202046,604.80005
11885,648,837300648,386.75
11886,392,837400392,198.0
11890,335,837500335,363.0
11891,618,837600618,361.80002
11892,650,837700650,71.5
11893,360,837800360,169.5
11894,1814,837901814,176.40001
11895,99999,837999999,186.3
11896,676,838000676,308.75
11904,3051,838103051,890.10004
11905,422,838200422,60.200005
11906,751,838200751,79.799995
11907,1755,838301755,756.0
11909,482,838400482,249.40001
11910,1208,838501208,1009.2
11913,1204,838601204,765.60004
11914,523,838700523,321.30002
11915,753,838800753,471.19998
11917,795,838900795,486.4
11918,908,839000908,457.6
11919,487,839100487,113.950005
11920,1139,839201139,754.0
11922,1498,839301498,783.0
11925,1746,839401746,630.0
11924,2628,839502628,938.4
11937,1064,839601064,765.60004
11939,2330,839702330,193.2
11941,256,839800256,364.5
11943,651,839900651,19.5
11945,566,840000566,0.0
11947,1673,840101673,844.2
11948,409,840200409,0.0
11949,819,840300819,300.19998
11954,464,840400464,294.55002
11952,977,840500977,535.5
11953,1051,840501051,174.0
11956,419,840600419,30.100002
11959,1000,840701000,255.0
11960,2213,840802213,793.5
11961,99999,840899999,110.4
11962,389,840900389,145.5
11967,375,841000375,156.0
11969,567,841100567,62.100002
11970,448,841200448,225.75002
11971,361,841300361,186.0
11973,1011,841401011,402.9
11974,531,841500531,2.7
11975,820,841500820,209.0
11978,823,841600823,589.60004
11989,1232,841701232,609.0
11993,2446,841802446,186.3
11994,1747,841901747,598.5
11995,991,842000991,622.2
11996,475,842100475,51.600002
12005,731,842200731,497.8
12007,99999,842399999,917.7
12009,301,842400301,196.5
12011,450,842500450,2.15
12012,934,842600934,601.8
12014,3070,842703070,903.9
12019,2824,842802824,648.60004
12017,1119,842901119,1310.8
12022,2177,843002177,917.7
12024,481,843100481,189.20001
12027,1,843200001,190.5
12028,366,843300366,370.5
12034,613,843400613,226.8
12036,950,843500950,255.0
12037,1129,843601129,736.60004
12038,1693,843701693,850.5
12039,473,843800473,277.35
12044,797,843900797,513.0
12047,7422,844007422,303.6
12049,1116,844101116,696.0
12052,189,844200189,141.0
12053,99999,844299999,103.5
12055,2553,844302553,779.7
12056,773,844400773,190.0
12058,1919,844501919,774.9
12060,1202,844601202,777.2
12062,831,844700831,8.8
12063,1457,844801457,116.0
12065,639,844900639,185.25
12068,500,845000500,288.1
12070,657,845100657,16.25
12071,775,845100775,57.0
12072,1489,845201489,783.0
12073,1977,845301977,844.2
12074,487,845400487,219.3
12090,2246,845502246,924.60004
12093,1471,845601471,771.4
12095,1515,845701515,278.40002
12097,517,845800517,32.4
12100,923,845900923,642.6
12101,1196,846001196,771.4
12103,2341,846102341,903.9
12104,693,846200693,71.5
12106,573,846300573,118.8
12107,99999,846399999,324.30002
12110,886,846400886,259.6
12111,1007,846401007,377.4
12113,160,846500160,0.0
12116,365,846600365,202.5
12118,336,846700336,124.5
12120,99999,846899999,890.10004
12121,732,846900732,133.0
12123,470,847000470,290.25
12126,2271,847102271,848.7
12127,1194,847201194,719.2
12128,779,847300779,505.4
12129,99999,847499999,897.0
12137,1273,847501273,591.60004
12139,1564,847601564,737.10004
12143,438,847700438,83.850006
12144,669,847800669,26.0
12147,2432,847902432,917.7
12151,644,848000644,344.5
12152,387,848100387,202.5
12153,99999,848299999,869.4
12155,2104,848302104,814.2
12156,322,848400322,184.5
12159,884,848500884,61.600002
12161,763,848600763,391.4
12162,915,848600915,4.4
12164,1756,848701756,762.30005
12165,1254,848801254,783.0
12166,417,848900417,500.95
12167,1126,849001126,406.0
12168,1702,849001702,296.1
12169,99999,849199999,903.9
12170,1290,849201290,777.2
12174,1715,849301715,825.30005
12175,1721,849401721,837.9
12177,2782,849502782,890.10004
12176,771,849600771,243.2
12180,3356,849703356,931.5
12181,790,849800790,505.4
12182,1557,849901557,850.5
12183,1747,850001747,831.60004
12184,1430,850101430,278.40002
12185,99999,850199999,151.8
12208,99999,850299999,931.5
12187,872,850300872,180.40001
12189,1970,850401970,800.10004
12190,699,850500699,438.75
12191,630,850600630,227.5
12196,663,850700663,403.0
12193,960,850800960,606.89996
12194,740,850900740,513.0
12195,1589,851001589,88.200005
12198,305,851100305,151.5
12201,356,851200356,286.5
12202,484,851200484,154.80002
12207,653,851300653,438.75
12215,481,851400481,264.45
12216,1204,851501204,104.4
12217,1328,851601328,736.60004
12218,943,851700943,663.0
12223,2043,851802043,1323.0
12224,99999,851899999,365.7
12225,436,851900436,210.70001
12234,754,852000754,505.4
12232,349,852100349,39.0
12233,422,852100422,234.35
12585,1059,852201059,667.0
12244,2072,852302072,227.7
12245,99999,852399999,593.4
12246,2340,852402340,634.8
12249,665,852500665,425.75
12250,99999,852699999,1863.0
12251,2112,852702112,931.5
12252,99999,852899999,572.7
12253,327,852900327,24.0
12254,836,853000836,497.2
12256,1586,853101586,819.0
12269,803,853200803,509.19998
12274,3088,853303088,821.10004
12275,1566,853401566,850.5
12279,719,853500719,591.5
12283,1122,853601122,672.80005
12284,1358,853701358,203.0
12286,473,853800473,81.700005
12290,99999,853999999,6.9
12306,408,854000408,105.0
12293,565,854100565,64.8
12296,1,854200001,196.5
12297,1187,854301187,591.60004
12299,173,854400173,291.0
12301,660,854500660,3.25
12302,1454,854601454,533.60004
12303,2211,854702211,828.0
12308,926,854800926,678.3
12309,777,854900777,285.0
12312,1180,855001180,771.4
12313,1148,855101148,783.0
12314,1516,855201516,783.0
12316,863,855300863,532.4
12318,99999,855499999,869.4
12319,498,855500498,288.10004
12321,659,855600659,26.0
12322,516,855700516,364.5
12324,828,855800828,594.0
12325,681,855900681,425.75
12326,1386,856001386,504.6
12327,436,856100436,225.75002
12328,995,856200995,418.19998
12332,1423,856301423,788.80005
12331,682,856400682,721.5
12337,2552,856502552,931.5
12340,99999,856699999,503.7
12341,708,856700708,435.5
12351,1,856800001,78.0
12353,1599,856901599,711.9
12354,1509,857001509,359.6
12355,1963,857001963,453.6
12358,409,857100409,139.5
12360,349,857200349,0.0
12361,479,857200479,17.2
12362,831,857300831,580.8
12363,2436,857402436,0.0
12368,1473,857501473,742.4
12369,431,857600431,156.95001
12373,235,857700235,202.5
12374,1182,857801182,1554.4
12375,922,857900922,326.4
12377,743,858000743,186.2
12378,1980,858101980,850.5
12379,329,858200329,138.0
12380,99999,858299999,179.40001
12381,2430,858302430,814.2
12388,405,858400405,202.5
12392,497,858500497,292.40002
12393,344,858600344,195.0
12395,283,858700283,199.5
12396,648,858800648,409.5
12397,99999,858999999,890.1
5147,455,859000455,285.95
5148,1142,859001142,11.6
12400,1017,859101017,1198.5
12402,433,859200433,290.25
12404,1216,859301216,551.0
12406,99999,859499999,931.5
12407,1192,859501192,742.4
12408,1577,859601577,0.0
12409,99999,859699999,0.0
12410,1306,859701306,771.4
12411,1701,859701701,6.3
12413,299,859800299,196.5
5322,200,859900200,196.5
12416,2068,860002068,883.2
12417,1311,860101311,17.400002
12418,409,860200409,9.0
12419,916,860300916,594.0
12420,2188,860402188,903.9
12424,852,860500852,391.6
12429,963,860600963,469.19998
12433,282,860700282,201.0
12434,440,860800440,146.20001
12437,1106,860901106,725.0
12439,2410,861002410,772.8
12441,99999,861199999,448.5
12443,409,861200409,0.0
12444,99999,861399999,1518.0
12447,1006,861401006,683.39996
12449,1231,861501231,667.0
12451,498,861600498,576.2
12452,1597,861701597,749.7
12454,781,861800781,0.0
12458,2721,861902721,931.5
12459,746,862000746,497.8
12461,1096,862101096,359.6
12462,1898,862201898,749.7
12466,587,862300587,0.0
12467,705,862300705,0.0
12468,1608,862401608,837.9
12470,2427,862502427,890.10004
12472,969,862600969,668.1
12473,644,862700644,864.5
12477,891,862800891,567.60004
12479,611,862900611,378.0
12481,99999,863099999,814.2
12482,887,863100887,255.20001
12485,359,863200359,99.0
12490,443,863300443,279.5
12491,390,863400390,105.0
12494,327,863500327,394.5
12495,1419,863601419,783.0
12498,971,863700971,20.4
12500,741,863800741,505.4
12501,1446,863901446,754.0
12506,827,864000827,589.60004
12508,335,864100335,373.5
12511,732,864200732,490.19998
12513,745,864300745,406.6
12515,758,864400758,307.8
12516,1063,864401063,110.200005
12517,1359,864501359,464.0
12518,1327,864601327,777.2
12520,728,864700728,76.0
12521,341,864800341,202.5
12522,788,864900788,391.4
12524,1265,865001265,765.60004
12526,99999,865199999,903.9
12527,1512,865201512,133.40001
12528,1775,865201775,648.9
12530,1028,865301028,632.39996
12535,1779,865401779,384.30002
12536,99999,865499999,476.1
12540,1658,865501658,812.7
12544,2159,865602159,924.60004
12548,1688,865701688,737.10004
12550,466,865800466,584.80005
12553,4868,865904868,938.4
12555,829,866000829,589.60004
12558,2861,866102861,834.9
12560,615,866200615,113.4
12563,606,866300606,202.5
12564,1174,866401174,585.80005
12565,484,866500484,15.050001
12566,275,866600275,181.5
12569,329,866700329,192.0
12570,930,866800930,688.5
12573,303,866900303,201.0
12575,1600,867001600,844.2
12584,1156,867101156,388.6
12586,99999,867299999,883.2
12587,1105,867301105,713.4
12591,648,867400648,1257.75
12592,351,867500351,198.0
12596,410,867600410,196.5
12597,306,867700306,202.5
12598,472,867800472,290.25
12599,392,867900392,36.0
12601,976,868000976,566.1
12602,109,868100109,291.0
12604,1503,868201503,759.80005
12605,453,868300453,163.40001
12606,650,868300650,396.5
12607,457,868400457,103.200005
12609,446,868500446,290.25
12612,595,868600595,0.0
12614,1611,868701611,837.9
12617,99999,868899999,931.5
12618,982,868900982,147.9
12619,1289,868901289,348.0
12620,617,869000617,261.9
12623,1511,869101511,0.0
12624,644,869200644,871.0
12627,1,869300001,406.5
12632,388,869400388,160.5
12633,99999,869499999,186.3
12634,665,869500665,399.75
12635,1650,869601650,837.9
12636,1927,869601927,12.6
12637,346,869700346,84.0
12639,415,869800415,290.25
12640,485,869900485,268.75
12642,535,870000535,110.700005
12645,1010,870101010,683.39996
12646,299,870200299,190.5
12647,1278,870301278,290.0
12649,330,870400330,384.0
12648,950,870500950,484.5
12650,2296,870602296,924.60004
12651,628,870700628,425.75
12653,495,870800495,55.9
12654,589,870800589,283.5
12655,3367,870903367,931.5
5821,673,871000673,341.25
5822,99999,871099999,158.7
12663,1263,871101263,771.4
12664,679,871200679,406.25
12665,893,871300893,558.8
12673,1084,871401084,783.0
12675,1212,871501212,464.0
12676,295,871600295,408.0
12687,99999,871799999,793.5
12688,404,871800404,189.0
12690,3547,871903547,897.0
12693,345,872000345,106.5
12694,1215,872101215,168.20001
12695,391,872200391,18.0
12696,485,872300485,455.80002
12698,800,872400800,509.19998
12699,276,872500276,115.5
12701,1411,872601411,783.0
12703,698,872700698,438.75
12706,99999,872899999,690.0
12704,564,872900564,361.80002
12705,1365,873001365,522.0
12708,378,873100378,202.5
12710,500,873200500,335.40002
12711,559,873200559,286.2
12714,933,873300933,1377.0
12717,448,873400448,262.30002
12719,409,873500409,178.5
12723,99999,873699999,6.9
12726,262,873700262,96.0
12728,720,873800720,429.0
12729,334,873900334,187.5
12731,653,874000653,435.5
12732,1231,874101231,168.20001
12733,445,874200445,552.55005
12736,294,874300294,42.0
12735,1282,874401282,765.60004
12737,510,874500510,8.6
12738,151,874600151,57.0
12739,320,874600320,142.5
12740,1489,874701489,632.2
12741,1730,874701730,151.20001
12743,467,874800467,288.1
12745,479,874900479,107.50001
12746,522,874900522,224.1
12747,1930,875001930,844.2
12749,2463,875102463,434.7
12750,475,875200475,242.95001
12757,1798,875301798,837.9
12760,435,875400435,700.9
12762,460,875500460,4.3
12763,256,875600256,198.0
12768,821,875700821,541.2
12767,1214,875801214,92.8
12769,2094,875902094,924.60004
12770,738,876000738,752.39996
12773,454,876100454,15.050001
12774,486,876200486,279.5
12777,820,876300820,171.0
12779,885,876400885,13.200001
12780,1231,876401231,46.4
12781,2055,876502055,0.0
12782,956,876600956,576.3
12790,1440,876701440,510.40002
12791,99999,876799999,144.90001
12792,421,876800421,567.60004
12794,2109,876902109,158.7
12793,438,877000438,92.450005
12796,559,877100559,321.30002
12798,2632,877202632,213.90001
12800,1,877300001,172.5
12801,727,877400727,467.4
12803,1506,877501506,765.60004
12805,545,877600545,359.1
12806,647,877700647,0.0
12808,1342,877801342,771.4
12811,472,877900472,290.25
12812,586,878000586,364.5
12813,394,878100394,348.0
12814,432,878200432,258.0
12815,99999,878299999,89.700005
12816,890,878300890,57.2
12818,99999,878499999,172.5
12817,791,878500791,505.4
12819,1702,878601702,844.2
12820,2606,878702606,552.0
12822,318,878800318,193.5
12824,422,878900422,316.05002
12826,1,879000001,232.5
12827,99999,879099999,276.0
12828,375,879100375,193.5
12831,1726,879201726,844.2
12833,99999,879399999,883.2
13141,1899,879401899,850.5
12837,273,879500273,6.0
12838,341,879500341,79.5
12840,855,879600855,400.4
12841,987,879700987,510.0
12843,99999,879899999,213.90001
12844,405,879900405,55.5
12846,523,880000523,364.5
12847,821,880100821,149.6
12848,1481,880101481,156.6
12849,99999,880199999,117.3
12856,395,880200395,193.5
12860,563,880300563,318.6
12864,913,880400913,594.0
12868,413,880500413,249.40001
12870,264,880600264,598.5
12878,380,880700380,190.5
12879,720,880700720,3.25
12880,1577,880801577,207.90001
12881,1789,880801789,630.0
12887,244,880900244,202.5
12888,99999,881099999,938.4
12892,1286,881101286,11.6
12895,1145,881201145,58.0
12896,676,881300676,16.25
12898,1052,881401052,580.0
12899,340,881500340,201.0
12902,1,881600001,406.5
12907,1456,881701456,214.6
12904,932,881800932,367.19998
12908,584,881900584,2.7
12909,301,882000301,121.5
12910,502,882000502,62.350002
12911,296,882100296,202.5
12913,943,882200943,673.2
12914,294,882300294,63.0
12915,1740,882401740,812.7
12916,1031,882501031,643.80005
12917,1150,882601150,771.4
12920,99999,882799999,427.80002
12921,863,882800863,334.40002
12922,991,882800991,244.79999
12923,1756,882801756,831.60004
12932,894,882900894,1157.2
12936,321,883000321,180.0
12937,1192,883101192,1577.6001
12939,1336,883201336,701.80005
12944,2098,883302098,890.10004
12947,99999,883499999,910.8
12948,1228,883501228,1113.6001
12951,1533,883601533,777.2
12953,99999,883799999,779.7
12954,2038,883802038,642.60004
12960,1300,883901300,765.60004
12962,691,884000691,198.25
12964,826,884000826,312.4
12969,357,884100357,198.0
12970,683,884100683,448.5
12976,1039,884201039,203.00002
12979,2022,884302022,919.80005
12981,413,884400413,94.600006
12982,744,884500744,471.19998
12985,917,884600917,598.4
12989,1212,884701212,777.2
12991,1026,884801026,214.2
12992,1128,884801128,516.2
12993,99999,884999999,917.7
12994,811,885000811,672.6
12999,838,885100838,79.200005
13001,933,885200933,688.5
13002,99999,885399999,903.9
13005,1207,885401207,382.80002
13006,1608,885501608,541.8
13009,708,885600708,425.75
13008,641,885700641,432.25
13016,1738,885801738,1178.1001
13017,2239,885802239,262.2
13018,485,885900485,273.05002
13019,616,886000616,351.0
13021,618,886100618,361.80002
13024,704,886200704,412.75
13026,99999,886399999,690.0
13027,280,886400280,202.5
13028,494,886500494,290.25
13029,999,886600999,678.3
13031,1153,886701153,730.80005
13032,1873,886801873,850.5
13033,1,886900001,405.0
13040,976,887000976,688.5
13035,936,887100936,632.39996
13038,1713,887201713,604.80005
13039,99999,887399999,938.4
13041,1,887400001,204.0
13042,638,887500638,110.5
13044,640,887600640,162.5
13047,997,887700997,561.0
13048,2350,887802350,931.5
13049,614,887900614,685.8
13051,709,888000709,55.25
13053,423,888100423,107.50001
13056,697,888200697,848.25
13058,904,888300904,132.0
13062,1542,888401542,428.40002
13063,421,888500421,176.3
13066,1216,888601216,771.4
13067,4990,888704990,1607.7
13071,1112,888801112,788.80005
13072,897,888900897,413.6
13073,1263,889001263,1496.4001
13076,1313,889101313,684.4
13077,1960,889101960,856.80005
13079,842,889200842,585.2
13082,1297,889301297,719.2
13084,438,889400438,567.60004
13086,579,889500579,353.7
13087,493,889600493,565.4501
13098,611,889700611,259.2
13099,1406,889801406,783.0
13100,538,889900538,348.3
13371,2865,890002865,931.5
13102,589,890100589,216.0
13107,1361,890201361,574.2
13108,886,890300886,523.60004
13109,624,890400624,442.0
13112,754,890500754,376.19998
13114,1343,890601343,121.8
