,strasbourg_metropole_quotient_familial,uid,cout_cantine
1165,374,270500374,405.0
1166,640,270600640,880.75
1168,560,270700560,459.0
1169,902,270800902,844.80005
1171,1125,270901125,23.2
1174,752,271000752,452.19998
1175,332,271100332,36.0
1177,1290,271201290,87.0
1183,1054,271301054,748.2
1191,1431,271401431,1566.0
1193,1270,271501270,1073.0
1196,927,271600927,693.6
1200,646,271700646,874.25
1201,425,271800425,307.45
11151,120,271900120,181.5
1205,652,272000652,861.25
1206,1094,272101094,168.20001
1207,336,272200336,163.5
1209,1451,272301451,237.8
1212,1377,272401377,1496.4001
5923,1619,272501619,157.5
1215,1114,272601114,330.60004
1216,1260,272601260,788.80005
1217,1116,272701116,208.8
783,1860,272801860,825.30005
1218,351,272900351,49.5
1219,758,273000758,269.8
1222,2256,273102256,938.4
1223,475,273200475,283.80002
1224,228,273300228,22.5
2717,591,273400591,10.8
1226,760,273500760,425.59998
1227,1567,273601567,617.4
1228,3948,273603948,213.90001
1229,418,273700418,0.0
1230,728,273800728,505.4
1231,494,273900494,152.65
1233,1023,274001023,168.29999
1237,99999,274199999,1835.4
1238,1770,274201770,844.2
1245,4010,274304010,890.10004
1246,690,274400690,854.75
1247,553,274500553,612.9
1249,99999,274699999,510.6
1254,2251,274702251,2359.8
1256,460,274800460,434.30002
1257,772,274900772,771.4
1258,670,275000670,406.25
1259,632,275100632,419.25
1260,620,275200620,264.6
15084,1491,275301491,725.0
1262,2083,275402083,972.9
1263,327,275500327,0.0
1264,471,275600471,1128.75
1265,405,275700405,198.0
1266,548,275800548,183.6
1267,649,275900649,442.0
1269,468,276000468,98.9
1270,606,276100606,78.3
1271,711,276100711,380.25
1273,1046,276201046,1519.6001
1274,606,276300606,205.20001
1277,222,276400222,171.0
1278,395,276500395,267.0
1279,2482,276602482,1869.9
1281,1822,276701822,1656.9001
1282,522,276800522,699.3
1284,1636,276901636,226.8
1286,776,277000776,516.8
1288,2430,277102430,1386.9
1292,1106,277201106,1525.4
1293,690,277300690,815.75
1295,684,277400684,884.0
1294,636,277500636,331.5
1296,99999,277699999,938.4
1297,841,277700841,594.0
1299,642,277800642,1241.5
1301,391,277900391,40.5
1303,2222,278002222,903.9
1309,664,278100664,0.0
1310,747,278100747,0.0
1311,381,278200381,592.5
12652,1879,278301879,831.60004
1313,547,278400547,1104.3
1315,543,278500543,367.2
1316,497,278600497,4.3
1319,1568,278701568,1719.9001
1322,529,278800529,16.2
1324,1048,278901048,417.6
1327,465,279000465,563.30005
1331,520,279100520,145.8
1336,439,279200439,288.1
1339,1378,279301378,1548.6001
1341,791,279400791,212.8
1342,783,279500783,239.4
1344,2174,279602174,1794.0
1345,1334,279701334,1508.0
1346,398,279800398,813.0
1347,935,279900935,255.0
1348,880,280000880,602.8
1349,1183,280101183,713.4
1351,99999,280299999,938.4
1350,332,280300332,279.0
1352,1602,280401602,277.2
1357,1238,280501238,0.0
1358,977,280600977,423.3
1360,705,280700705,13.0
1361,834,280700834,30.800001
1363,127,280800127,234.0
1365,399,280900399,474.0
1367,276,281000276,372.0
1376,779,281100779,7.6
1380,471,281200471,290.25
1381,586,281300586,1069.2
1382,99999,281399999,13.8
1384,1149,281401149,156.6
1386,615,281500615,399.6
1388,2932,281602932,1807.8
1389,374,281700374,184.5
1390,888,281800888,1196.8
1392,992,281900992,0.0
1393,729,282000729,991.8
1395,1588,282101588,1593.9001
1396,269,282200269,520.5
1397,563,282300563,54.0
1399,1143,282401143,243.6
1401,609,282500609,353.7
1402,465,282600465,292.40002
1403,374,282700374,225.0
1405,1385,282801385,516.2
1408,598,282900598,37.800003
1409,635,283000635,13.0
1410,603,283100603,110.7
1412,2008,283202008,869.4
1415,588,283300588,367.2
1416,1466,283401466,429.2
1418,673,283500673,861.25
1417,856,283600856,1166.0
1420,479,283700479,292.40002
1422,813,283800813,1181.8
1425,882,283900882,1179.2
1426,1091,284001091,191.40001
1427,1151,284101151,1531.2001
11345,279,284200279,1.5
15392,1481,284301481,771.4
1432,650,284400650,328.25
1434,1961,284501961,756.0
1436,650,284600650,416.0
1437,99999,284799999,27.6
1442,660,284800660,841.75
1443,1002,284901002,2019.6001
1448,514,285000514,153.90001
1450,1509,285101509,2279.4001
9864,1521,285201521,777.2
1453,629,285300629,13.0
1456,549,285400549,364.5
1458,979,285500979,5.1
1460,724,285600724,1459.2
1461,638,285700638,0.0
1463,734,285800734,247.0
1467,767,285900767,1033.6
1472,1186,286001186,1571.8
1473,603,286100603,1020.60004
1479,769,286200769,969.0
1481,443,286300443,580.5
1482,3500,286403500,1014.30005
1483,1883,286501883,189.0
1485,433,286600433,277.35
1486,876,286700876,1192.4
1487,638,286800638,767.0
1495,383,286900383,123.0
1489,1714,287001714,44.100002
1490,595,287100595,723.60004
1491,2187,287202187,924.6
1492,2066,287302066,1752.6
1496,1690,287401690,1675.8
1498,1548,287501548,856.80005
1499,2677,287602677,1821.6
1500,763,287700763,269.8
1501,99999,287899999,220.8
1502,664,287900664,224.25
1503,614,288000614,0.0
1504,317,288100317,214.5
1505,1016,288201016,1382.1
1693,486,288300486,0.0
1506,604,288400604,591.30005
1507,1953,288501953,182.70001
1512,526,288600526,734.4
1515,244,288700244,604.5
1516,529,288800529,348.30002
4854,459,288900459,563.30005
1521,672,289000672,861.25
1522,5306,289105306,48.3
1523,752,289200752,38.0
1528,721,289300721,828.4
9603,532,289400532,18.9
1529,2677,289502677,855.60004
1530,340,289600340,406.5
1531,683,289700683,429.0
1532,397,289800397,612.0
1533,854,289900854,567.60004
1536,559,290000559,40.5
1537,1107,290101107,765.60004
1539,1200,290201200,788.80005
1540,553,290300553,359.1
1541,332,290400332,100.5
4239,591,290500591,13.5
1544,664,290500664,130.0
1547,1224,290601224,464.0
1680,459,290700459,629.95
1553,729,290800729,38.0
1554,453,290900453,473.00003
1555,388,291000388,294.0
1556,647,291000647,162.5
1559,605,291100605,367.2
1564,1019,291201019,1336.2
1568,598,291300598,272.7
1571,386,291400386,406.5
5071,112,291500112,202.5
1574,1267,291601267,214.6
1575,236,291700236,198.0
1576,649,291800649,861.25
1577,619,291900619,1058.4
1579,391,292000391,399.0
1581,392,292100392,180.0
1584,99999,292299999,393.30002
5945,380,292300380,406.5
1585,1456,292401456,684.4
1776,1074,292501074,638.0
1588,421,292600421,17.2
1590,982,292700982,10.2
1591,598,292800598,0.0
1594,557,292900557,240.3
1597,99999,293099999,931.5
1598,465,293100465,479.45
1599,99999,293299999,931.5
1600,2201,293302201,1828.5
1602,1666,293401666,1190.7
8623,388,293500388,46.5
8624,427,293500427,221.45001
643,521,293600521,348.30002
1604,993,293700993,673.2
1606,490,293800490,580.5
1609,530,293900530,280.80002
1610,731,293900731,577.6
1616,478,294000478,23.650002
1621,320,294100320,310.5
14410,516,294200516,237.6
14411,926,294200926,45.899998
1622,404,294300404,186.0
1623,408,294400408,25.5
1625,1230,294501230,1531.2001
1628,419,294600419,8.6
7422,660,294700660,429.0
1634,1,294800001,612.0
1636,1324,294901324,1560.2
1637,667,295000667,880.75
1639,705,295100705,676.0
1641,1113,295201113,1537.0
1642,2329,295302329,1807.8
1643,1429,295401429,870.0
1644,237,295500237,295.5
1648,2050,295602050,0.0
9553,506,295700506,288.1
1653,901,295800901,1192.4
1654,1068,295901068,556.80005
1655,99999,295999999,103.5
1660,1126,296001126,783.0
1661,1543,296101543,1675.8
2397,639,296200639,858.0
1662,1652,296301652,837.9
1664,99999,296499999,897.0
1665,2998,296502998,966.0
1722,2283,296602283,848.7
8090,667,296700667,471.25
1669,99999,296899999,1876.8
1670,1413,296901413,446.6
1671,716,297000716,516.75
1672,816,297000816,402.8
7533,1763,297101763,800.10004
1676,624,297200624,747.5
5413,1910,297301910,214.20001
1681,888,297400888,1188.0
1682,2143,297502143,779.7
1684,680,297600680,198.25
1686,706,297700706,845.0
1687,780,297800780,1542.7999
1688,195,297900195,384.0
1690,345,298000345,538.5
1691,898,298100898,382.8
1692,680,298200680,341.25
1694,641,298300641,432.25
1696,334,298400334,198.0
1697,399,298400399,180.0
1698,320,298500320,132.0
1699,339,298600339,406.5
1700,715,298700715,669.5
1701,1860,298801860,623.7
1703,590,298900590,1090.8
1706,378,299000378,0.0
1709,342,299100342,88.5
1710,2991,299202991,1759.5
12455,1052,299301052,765.60004
5472,1695,299401695,819.0
10704,503,299500503,281.65002
2414,2244,299602244,745.2
8599,923,299700923,0.0
1716,2173,299802173,1794.0
3937,391,299900391,55.5
1721,1199,300001199,1467.4
1724,476,300100476,862.15
1725,690,300200690,880.75
1727,224,300300224,183.0
1728,99999,300499999,938.4
1729,641,300500641,546.0
1732,560,300600560,526.5
6667,404,300700404,198.0
1734,634,300800634,159.25
1735,805,300800805,273.6
1740,1695,300901695,0.0
1742,1745,301001745,1713.6001
1743,388,301100388,150.0
3541,1196,301201196,759.80005
1747,760,301300760,19.0
1748,249,301400249,406.5
1749,343,301500343,25.5
1750,666,301500666,500.5
1751,99999,301699999,938.4
2768,683,301700683,399.75
8119,751,301800751,551.0
1752,246,301900246,408.0
9495,700,302000700,315.25
1754,859,302100859,215.6
1755,702,302200702,429.0
6110,363,302300363,31.5
1756,449,302400449,66.65
1757,530,302500530,734.4
2727,610,302600610,13.5
3383,670,302700670,429.0
1759,434,302800434,139.75
1760,132,302900132,195.0
3641,1272,303001272,742.4
1848,1452,303101452,788.80005
2513,483,303200483,320.35004
1763,406,303300406,3.0
1764,430,303400430,348.30002
3780,1171,303501171,139.20001
3781,2133,303502133,772.8
1765,1488,303601488,754.0
1766,459,303700459,567.60004
3737,99999,303899999,903.9
4901,146,303900146,195.0
1770,1197,304001197,765.60004
3035,2075,304102075,938.4
1771,1666,304201666,434.7
1772,99999,304299999,117.3
1773,433,304300433,283.80002
5331,565,304400565,367.2
13612,639,304500639,286.0
1774,533,304600533,124.200005
1775,1034,304701034,1473.2001
3869,235,304800235,399.0
1778,894,304900894,1056.0
1780,1033,305001033,156.6
2722,3046,305103046,917.7
1781,685,305200685,429.0
2994,823,305300823,598.4
13950,282,305400282,79.5
1786,164,305500164,255.0
1787,99999,305599999,96.6
1788,706,305600706,61.75
4557,738,305700738,304.0
1789,99999,305899999,938.4
1790,663,305900663,156.0
1791,99999,306099999,103.5
10680,710,306100710,438.75
1792,99999,306299999,462.30002
1794,543,306300543,156.6
1797,274,306400274,565.5
1798,99999,306599999,0.0
1799,357,306600357,9.0
1833,754,306700754,1018.4
1802,643,306800643,1313.0
1803,636,306900636,442.0
1804,613,307000613,1163.7001
1805,99999,307099999,655.5
1807,674,307100674,399.75
1812,380,307200380,67.5
1809,844,307300844,453.2
1810,609,307400609,162.0
1811,1212,307401212,1183.2
1813,676,307500676,438.75
2948,99999,307699999,772.8
1816,441,307700441,328.95
1817,532,307700532,148.5
1818,99999,307799999,345.0
1820,872,307800872,321.2
1822,99999,307999999,717.60004
1827,320,308000320,196.5
2417,416,308100416,122.55
1832,319,308200319,0.0
1835,686,308300686,266.5
1838,99999,308499999,710.7
1839,405,308500405,132.0
1840,318,308600318,301.5
1841,385,308700385,396.0
1842,1669,308801669,1688.4
1843,434,308900434,582.65
6742,492,309000492,582.65
6390,617,309100617,2.7
1849,487,309200487,27.95
1852,1502,309301502,777.2
2983,466,309400466,118.25001
10659,388,309500388,190.5
1856,398,309600398,783.0
1853,198,309700198,109.5
1854,951,309700951,673.2
1855,794,309800794,516.8
1860,427,309900427,266.6
1861,253,310000253,384.0
1867,319,310100319,571.5
1870,651,310200651,429.0
1871,809,310300809,478.8
1872,742,310400742,1014.6
1873,326,310500326,204.0
1874,1078,310601078,1537.0
1876,656,310700656,406.25
1877,1489,310801489,1554.4001
1878,265,310900265,192.0
1879,362,311000362,372.0
1881,403,311100403,532.5
1883,241,311200241,394.5
1886,680,311300680,884.0
1885,188,311400188,396.0
1888,431,311500431,266.6
1893,410,311600410,363.0
1894,977,311700977,800.69995
5869,614,311800614,283.5
1896,2715,311902715,669.3
3223,414,312000414,292.40002
2481,308,312100308,357.0
1897,446,312200446,718.10004
1901,295,312300295,352.5
1902,636,312400636,442.0
1903,3874,312503874,3525.9
1907,636,312600636,13.0
1908,392,312700392,406.5
10572,251,312800251,196.5
1913,1970,312901970,1593.9001
3150,99999,313099999,310.5
1914,1664,313101664,1669.5
1915,1155,313201155,1542.8
2501,456,313300456,279.50003
1917,2040,313402040,1001.7
1918,1016,313501016,576.3
1920,1691,313601691,541.8
12894,1035,313701035,771.4
1922,99999,313899999,324.30002
1923,99999,313999999,924.60004
1925,693,314000693,370.5
2794,701,314100701,156.0
1926,1,314200001,204.0
1927,421,314300421,391.30002
1928,264,314400264,40.5
12205,1257,314501257,266.80002
12206,1575,314501575,277.2
1935,353,314600353,204.0
2963,635,314700635,435.5
1936,537,314800537,423.90002
1937,1170,314801170,638.0
1938,2387,314902387,510.6
1939,99999,314999999,1345.5
1942,702,315000702,412.75
1943,99999,315099999,62.100002
4958,1078,315101078,771.4
3949,412,315200412,285.95
2947,1269,315301269,742.4
11434,420,315400420,249.40001
1944,74,315500074,370.5
1945,1948,315601948,0.0
1946,2145,315602145,241.5
6080,385,315700385,405.0
1950,1269,315801269,783.0
1953,911,315900911,875.6
1955,548,316000548,1026.0
1956,2176,316102176,931.5
1957,628,316200628,221.0
1958,1293,316301293,92.8
1959,99999,316499999,1821.6001
1960,357,316500357,385.5
1961,627,316600627,422.5
1962,2806,316702806,938.4
1963,727,316800727,1014.6
3657,820,316900820,475.0
2049,342,317000342,408.0
1967,521,317100521,920.7001
1969,394,317200394,75.0
1971,603,317300603,604.80005
8860,419,317400419,204.25002
1972,99999,317599999,510.6
1973,865,317600865,356.40002
1974,287,317700287,406.5
1975,770,317800770,501.6
1976,1078,317901078,788.80005
1978,573,318000573,367.2
1980,1433,318101433,777.2
1982,1582,318201582,0.0
1983,1315,318301315,406.0
1984,1096,318401096,1571.8
1986,1983,318501983,636.30005
1989,647,318600647,422.5
1990,926,318700926,5.1
1991,3248,318803248,1876.8
1993,2830,318902830,1856.1001
1996,1065,319001065,759.80005
14940,2205,319102205,931.5
1998,1831,319201831,1682.1001
1999,99999,319399999,27.6
2000,570,319400570,367.2
2001,2823,319502823,731.4
6010,591,319600591,359.1
3962,441,319700441,584.80005
2002,688,319800688,442.0
2004,99999,319999999,1869.9
2006,907,320000907,497.2
2007,1522,320101522,1055.6001
2008,1695,320201695,1675.8
2009,307,320300307,294.0
2010,1368,320401368,185.6
2011,825,320500825,316.80002
2012,1787,320601787,541.8
2013,742,320700742,1014.6
2014,1641,320801641,781.2
2015,568,320900568,342.9
2016,589,321000589,720.9
2017,510,321100510,283.80002
2019,1042,321201042,783.0
2020,1716,321301716,674.10004
2022,626,321400626,188.5
2023,99999,321499999,317.4
2027,1032,321501032,701.80005
2028,1274,321601274,58.0
2029,1704,321701704,1656.9001
2031,786,321800786,1029.8
2032,1231,321901231,382.80002
2033,449,322000449,270.90002
2034,1327,322101327,133.40001
2035,1954,322101954,472.5
2036,2073,322102073,186.3
2039,573,322200573,718.2
2043,966,322300966,1361.7
2044,703,322400703,627.25
2045,459,322500459,187.05002
2046,1486,322601486,771.4
2047,169,322700169,388.5
2540,548,322800548,367.2
9346,12031,322912031,869.4
2053,450,323000450,19.35
2048,789,323100789,923.4
2051,854,323200854,1157.2
2052,677,323300677,591.5
2056,3292,323403292,869.4
2058,44,323500044,352.5
2061,747,323600747,193.79999
2064,614,323700614,367.2
2065,706,323800706,422.5
2067,623,323900623,562.25
2068,933,323900933,1086.3
2069,1448,324001448,771.4
2070,1423,324101423,1571.8
2071,1930,324201930,2400.3
2072,1313,324301313,777.2
2073,688,324400688,429.0
2074,1108,324501108,736.60004
2075,1697,324601697,844.2
2077,1466,324701466,1537.0
2076,2185,324802185,2042.4001
2078,99999,324999999,814.2
2079,2387,325002387,924.60004
2080,455,325100455,0.0
2081,1935,325201935,982.80005
2083,573,325300573,240.3
2084,495,325400495,0.0
2086,1463,325501463,788.80005
2087,307,325600307,37.5
2088,683,325700683,442.0
2089,1807,325801807,585.9
2090,608,325900608,472.5
2091,705,325900705,247.0
2092,1526,326001526,585.80005
2095,99999,326199999,420.9
2096,682,326200682,0.0
2097,1860,326301860,1096.2
2099,278,326400278,379.5
2103,263,326500263,363.0
2104,693,326500693,351.0
2106,99999,326699999,0.0
2107,2236,326702236,621.0
2110,1771,326801771,812.7
2111,535,326900535,86.4
2112,2014,327002014,1474.2
2114,1022,327101022,953.69995
2118,826,327200826,1135.2
2121,1444,327301444,1508.0
2124,387,327400387,208.5
2125,1671,327501671,630.0
2126,741,327600741,0.0
2128,862,327700862,365.2
2129,1007,327701007,530.39996
2130,1070,327701070,220.40001
2135,393,327800393,198.0
2136,332,327900332,171.0
2137,554,328000554,453.6
2138,1232,328101232,1513.8
2139,396,328200396,223.5
2141,843,328300843,1183.6001
2143,273,328400273,183.0
2144,731,328500731,0.0
2151,99999,328699999,910.8
2150,519,328700519,575.1
2152,407,328800407,99.0
2153,1138,328901138,429.2
2154,99999,329099999,924.60004
2155,751,329100751,490.19998
2157,1998,329201998,1669.5
2159,619,329300619,0.0
2160,361,329400361,408.0
2162,760,329500760,600.4
2164,876,329600876,598.4
2165,1025,329701025,1366.8
2167,1605,329801605,1045.8
13057,491,329900491,290.25
2169,1571,330001571,252.00002
2170,1916,330101916,485.1
2172,459,330200459,277.35
2173,391,330300391,354.0
2174,7117,330407117,1787.1001
2175,436,330500436,0.0
2180,672,330600672,438.75
2183,2745,330702745,427.80002
2184,1522,330801522,759.80005
2185,443,330900443,43.0
2186,667,330900667,52.0
2190,2119,331002119,1828.5
2188,577,331100577,351.0
2189,99999,331199999,13.8
2191,1193,331201193,672.80005
2192,1766,331301766,308.7
2193,724,331400724,972.8
2196,626,331500626,9.75
5602,433,331600433,0.0
2199,323,331700323,172.5
2200,926,331800926,20.4
2201,1737,331901737,44.100002
2202,4532,332004532,1455.9
2203,403,332100403,360.0
2206,2147,332202147,862.5
2208,750,332300750,345.8
2209,951,332400951,1361.7
2211,751,332500751,482.6
2210,948,332600948,1387.2
2213,99999,332799999,938.4
2216,1052,332801052,788.80005
2218,1944,332901944,497.7
2217,376,333000376,387.0
2219,479,333100479,191.35
2224,538,333200538,367.2
2226,99999,333399999,876.3
2230,1173,333401173,423.40002
2228,663,333500663,438.75
2229,99999,333599999,6.9
2231,394,333600394,33.0
2232,2085,333702085,745.2
2233,99999,333799999,186.3
2235,882,333800882,171.6
2236,1045,333801045,562.60004
2241,1492,333901492,841.0
2242,479,334000479,567.60004
2243,1163,334101163,156.6
2244,1260,334101260,342.2
15019,765,334200765,509.19998
2245,707,334300707,854.75
2246,1807,334401807,1707.3
2247,679,334500679,26.0
2249,1486,334601486,788.80005
2252,681,334700681,835.25
2251,1916,334801916,1694.7
2253,99999,334999999,386.4
2254,2846,335002846,386.4
2255,99999,335099999,55.2
2256,329,335100329,294.0
2257,390,335100390,66.0
2260,969,335200969,1382.1
2261,99999,335399999,75.9
2262,99999,335499999,938.4
2263,361,335500361,0.0
2264,1535,335601535,829.4
2266,377,335700377,267.0
2270,1082,335801082,23.2
2276,1998,335901998,1701.0
2277,1779,336001779,1707.3
2278,1690,336101690,850.5
2284,1135,336201135,765.60004
2285,703,336300703,71.5
2288,1235,336401235,626.4
2291,1266,336501266,667.0
2290,629,336600629,429.0
2292,1089,336701089,742.4
2294,99999,336899999,372.6
2296,570,336900570,369.90002
2297,2779,337002779,0.0
2299,1445,337101445,1542.8
2302,1784,337201784,1505.7
2301,858,337300858,1188.0
2303,262,337400262,408.0
2305,1362,337501362,1467.4
2307,686,337600686,214.5
2311,285,337700285,4.5
2313,624,337800624,396.5
2315,729,337900729,380.0
2316,1172,338001172,156.6
2318,621,338100621,338.0
2319,1525,338101525,150.8
4092,1363,338201363,736.60004
2320,912,338300912,466.40002
2321,99999,338499999,0.0
11850,885,338500885,22.0
2328,99999,338699999,144.90001
2329,1449,338701449,232.00002
2330,786,338800786,152.0
2331,1081,338901081,742.4
2332,1100,339001100,788.80005
2333,1148,339101148,568.4
2335,288,339200288,400.5
2338,406,339300406,154.5
2339,99999,339399999,696.9
2340,357,339400357,193.5
2342,698,339500698,204.75
2344,428,339600428,851.4
2348,690,339700690,123.5
2355,3315,339803315,1835.4
2349,3502,339903502,2732.4
2350,696,340000696,442.0
2351,1256,340101256,371.2
2353,937,340200937,1025.1
2356,638,340300638,39.0
2357,840,340400840,576.4
2361,757,340500757,516.8
2362,1727,340601727,856.80005
9520,389,340700389,199.5
2364,1086,340801086,788.80005
2365,1474,340901474,1537.0
2369,426,341000426,292.40002
2370,868,341100868,330.0
2371,99999,341299999,1869.9
2372,99999,341399999,683.10004
2373,263,341400263,46.5
2375,1086,341501086,1554.4
2376,752,341600752,494.0
2377,535,341700535,348.30002
2378,423,341800423,449.35004
2380,824,341900824,594.0
2383,3749,342003749,1849.2
2382,711,342100711,39.0
2385,710,342200710,338.0
2386,289,342300289,255.0
2388,525,342400525,1439.1001
14742,99999,342599999,931.5
2390,1796,342601796,642.60004
2391,665,342700665,728.0
4882,369,342800369,202.5
2392,1,342900001,610.5
2393,901,343000901,585.2
2395,521,343100521,710.10004
2396,746,343200746,513.0
2398,1186,343301186,788.80005
2399,1951,343401951,1241.1001
2402,2072,343502072,303.6
2403,99999,343599999,296.7
2406,1015,343601015,678.3
2408,650,343700650,0.0
2410,473,343800473,159.1
2415,518,343900518,534.60004
2421,730,344000730,254.59999
2419,892,344100892,677.60004
14745,1072,344101072,40.600002
2423,590,344200590,267.30002
2424,714,344300714,848.25
2425,371,344400371,105.0
2426,771,344500771,475.0
2427,355,344600355,49.5
2428,819,344700819,934.8
2429,1291,344801291,765.60004
2430,1575,344901575,1379.7
2431,489,345000489,503.1
2434,1619,345101619,636.30005
2439,1342,345201342,2337.4
2444,3173,345303173,2628.9
2445,586,345400586,367.2
2446,1832,345501832,0.0
2448,568,345600568,21.6
2449,316,345700316,181.5
2451,1577,345801577,1650.6001
2453,399,345900399,0.0
2454,851,346000851,8.8
2455,350,346100350,0.0
2457,388,346200388,402.0
2458,263,346300263,307.5
2459,636,346400636,650.0
2460,228,346500228,255.0
2462,360,346600360,64.5
2463,480,346600480,189.20001
2464,816,346700816,516.8
2469,417,346800417,857.85004
2472,335,346900335,369.0
2478,416,347000416,292.40002
2480,1306,347101306,34.800003
2483,710,347200710,539.5
2484,1104,347301104,765.60004
2485,433,347400433,122.55
2486,2101,347502101,545.10004
2490,99999,347699999,1821.6001
2492,557,347700557,731.7
2496,671,347800671,360.75
2504,468,347900468,868.6
2505,709,348000709,0.0
2506,413,348100413,563.30005
2507,399,348200399,423.0
2508,1327,348301327,2279.4001
2511,1677,348401677,1600.2
2510,99999,348599999,1311.0
4973,133,348600133,37.5
2515,1032,348701032,504.6
9331,2818,348802818,1863.0
2517,813,348900813,1007.0
2518,791,349000791,22.8
2519,712,349100712,435.5
2524,630,349200630,884.0
2522,544,349300544,513.0
2523,1298,349301298,243.6
2525,838,349400838,0.0
2527,1080,349501080,1525.4001
2529,637,349600637,884.0
2531,99999,349799999,379.5
2532,485,349800485,584.80005
2533,555,349900555,342.90002
2536,798,350000798,516.8
2538,512,350100512,229.5
5796,406,350200406,27.0
2542,1367,350301367,719.2
2544,569,350400569,10.8
2549,2129,350502129,910.8
2550,611,350600611,567.0
2586,450,350700450,305.30002
2556,1326,350801326,475.6
2557,1346,350901346,725.0
2560,634,351000634,880.75
2561,1097,351101097,2285.2002
2562,523,351200523,156.6
2563,2918,351302918,938.4
2565,1680,351401680,1631.7
2566,1114,351501114,690.2
2567,340,351600340,102.0
2568,557,351600557,5.4
2570,1154,351701154,794.60004
2573,396,351800396,334.5
2577,472,351900472,176.3
2578,550,351900550,108.0
2583,1087,352001087,382.80002
2584,672,352100672,204.75
2590,760,352200760,516.8
2592,656,352300656,864.5
2591,606,352400606,170.1
2595,2160,352502160,1869.9
2596,1597,352601597,1656.9
2597,416,352700416,877.2001
2598,99999,352899999,938.4
2600,2136,352902136,441.6
2603,601,353000601,693.9
2604,408,353100408,607.5
2610,689,353200689,1121.25
2611,1619,353301619,308.7
2612,1566,353401566,1707.3
8292,623,353500623,871.0
2617,2277,353602277,1794.0
2620,390,353700390,156.0
2621,601,353700601,145.8
2813,1096,353801096,539.4
2814,1410,353801410,69.600006
2625,486,353900486,12.900001
2627,844,354000844,598.4
2629,1590,354101590,1701.0
2630,1752,354201752,1688.4
2633,1699,354301699,1606.5
2635,99999,354499999,931.5
2636,737,354500737,418.0
2640,713,354600713,877.5
2641,294,354700294,406.5
2643,383,354800383,196.5
2644,2421,354902421,586.5
2647,782,355000782,174.8
2648,920,355100920,35.2
2649,1713,355101713,157.5
2650,99999,355299999,745.2
2654,1578,355301578,856.80005
2655,825,355400825,220.0
2656,99999,355599999,938.4
2661,1,355600001,186.0
2662,1858,355701858,1669.5
2664,591,355800591,718.2
2666,401,355900401,201.0
2670,99999,356099999,938.4
2671,985,356100985,688.5
2673,3221,356203221,1725.0
2674,1950,356301950,800.10004
2676,1851,356401851,1367.1001
2677,534,356500534,664.2
2683,357,356600357,393.0
2684,614,356700614,367.2
2688,1093,356801093,672.80005
2687,398,356900398,0.0
2697,269,357000269,394.5
2703,2397,357102397,538.2
2704,403,357200403,592.5
2706,939,357300939,433.5
2708,494,357400494,51.600002
2710,411,357500411,253.70001
2711,544,357500544,27.0
2712,403,357600403,60.0
2713,427,357600427,73.100006
2715,275,357700275,0.0
2716,546,357800546,361.80002
2718,944,357900944,214.20001
2720,2097,358002097,1614.6001
2723,306,358100306,0.0
2724,753,358200753,1026.0
2725,383,358300383,109.5
2729,851,358400851,919.60004
2731,742,358500742,0.0
2733,546,358600546,13.5
2738,1243,358701243,777.2
2739,358,358800358,46.5
2740,443,358800443,225.75002
2743,753,358900753,467.4
2746,466,359000466,45.15
2748,1583,359101583,831.60004
2752,880,359200880,519.2
2754,338,359300338,217.5
2756,1128,359401128,23.2
2759,998,359500998,693.6
2760,1971,359601971,1656.9
2762,910,359700910,1179.2
2763,986,359800986,1382.1
2765,210,359900210,196.5
2769,393,360000393,294.0
2770,479,360000479,96.75
2774,858,360100858,1078.0
2778,1922,360201922,1669.5
2779,777,360300777,737.19995
2780,4125,360404125,890.10004
2781,1302,360501302,788.80005
2782,810,360600810,497.8
2783,1095,360701095,359.6
2784,99999,360899999,890.10004
2785,99999,360999999,2746.2
2786,1089,361001089,742.4
2787,384,361100384,396.0
2788,845,361200845,924.0
2789,906,361200906,96.8
2793,784,361300784,1033.6
2798,1846,361401846,1682.1001
2800,1650,361501650,1694.7
2803,763,361600763,509.19998
2805,99999,361799999,938.4
2806,616,361800616,405.0
2807,1799,361901799,863.10004
2809,1401,362001401,1513.8
2811,354,362100354,37.5
2812,1461,362201461,800.4
2816,99999,362399999,41.4
2817,1832,362401832,441.0
2821,1469,362501469,777.2
2822,1178,362601178,121.8
2824,848,362700848,598.4
2828,99999,362899999,1359.3
2829,507,362900507,25.800001
2830,1403,363001403,1548.6001
2831,1368,363101368,1171.6001
2832,376,363200376,256.5
2835,268,363300268,121.5
2836,502,363400502,877.2001
2838,1892,363501892,856.80005
2839,1187,363601187,1438.4
2840,1412,363701412,597.4
2843,783,363800783,224.2
2841,1877,363901877,1688.4001
2842,371,364000371,106.5
2844,1390,364101390,156.6
2845,470,364200470,40.850002
2846,1040,364301040,458.2
2848,546,364400546,1090.8
2849,695,364500695,477.75
2851,635,364600635,315.25
2853,338,364700338,610.5
2856,346,364800346,6.0
2857,1987,364901987,718.2001
2859,911,365000911,404.8
2861,1312,365101312,1513.8
2862,1475,365201475,1484.8
2864,635,365300635,432.25
2865,352,365400352,388.5
2867,1022,365501022,204.0
2868,647,365600647,588.25
2869,99999,365799999,931.5
2871,1137,365801137,5.8
