Id Personne;Id Famille;QF;Type repas;Nombre;id gale ou non ;type de repas simplifi par tarif identique 
9084;4258;960;Repas Standard;36;;Repas Standard
9085;7196;1570;Repas Standard;133;;Repas Standard
9086;7197;1084;Repas Standard;135;;Repas Standard
9087;7198;296;Repas Standard;119;oui;Repas Standard
9087;7198;999999;Repas Standard;16;;Repas Standard
9088;7199;1206;Repas Standard;1;;Repas Standard
9089;7200;754;Repas Halal;30;;Repas Standard
9090;7201;356;Repas Halal;64;oui;Repas Standard
9090;7201;630;Repas Halal;59;;Repas Standard
9091;7202;1400;Repas Standard;131;;Repas Standard
9092;7203;1;Repas Standard;135;;Repas Standard
9093;7204;638;Repas Standard;116;;Repas Standard
9094;1979;999999;Repas Standard;132;;Repas Standard
9095;7205;565;Repas Sans Porc;133;;Repas Standard
9096;7206;666;Repas Sans Porc;127;;Repas Standard
9097;7207;875;Repas Végétarien;1;;Repas vgtarien
9098;4862;74;Repas Halal;29;;Repas Standard
9099;7208;1927;Repas Standard;85;;Repas Standard
9100;5067;4051;Repas Standard;63;;Repas Standard
9101;7209;1536;Repas Halal;133;;Repas Standard
9102;2633;675;Repas Halal;135;;Repas Standard
9103;7210;790;Repas Halal;113;;Repas Standard
9104;7211;433;Repas Halal;120;;Repas Standard
9105;5718;317;Repas Halal;123;;Repas Standard
9106;3277;862;Repas Sans Porc;53;oui;Repas Standard
9106;3277;1007;Repas Sans Porc;52;oui;Repas Standard
9106;3277;1070;Repas Sans Porc;19;;Repas Standard
9107;7212;855;Repas Standard;48;oui;Repas Standard
9107;7212;1630;Repas Standard;37;;Repas Standard
9108;4636;619;Repas Halal;135;;Repas Standard
9109;846;678;Repas Halal;97;;Repas Standard
9110;7213;652;Repas Halal;12;oui;Repas Standard
9110;7213;784;Repas Halal;14;;Repas Standard
9111;7773;233;Repas Standard;39;;Repas Standard
9112;1177;1802;Repas Standard;96;;Repas Standard
9113;7214;410;Repas Standard;51;;Repas Standard
9114;7215;3413;Repas Standard;135;;Repas Standard
9115;641;567;Repas Halal;44;;Repas Standard
9116;7216;589;Repas Halal;123;oui;Repas Standard
9116;7216;589;Repas Standard;7;;Repas Standard
9117;7217;1750;Repas Standard;133;;Repas Standard
9118;7218;999999;Repas Halal;135;;Repas Standard
9119;7219;1862;Repas Standard;134;;Repas Standard
9120;7220;1552;Repas Standard;100;oui;Repas Standard
9120;7220;999999;Repas Standard;25;;Repas Standard
9121;7221;986;Repas Standard;134;;Repas Standard
9122;7222;551;Repas Standard;118;;Repas Standard
9123;4178;1445;Repas Standard;135;;Repas Standard
9124;7223;2260;Repas Standard;135;;Repas Standard
9125;7224;1689;Repas Standard;127;;Repas Standard
9126;3515;1114;Repas Halal;62;;Repas Standard
9127;3449;1575;Repas Standard;109;;Repas Standard
9128;5022;436;Repas Halal;58;;Repas Standard
9129;5197;395;Repas Halal;68;;Repas Standard
9130;2137;1115;Repas Standard;102;;Repas Standard
9131;4764;116;Repas Halal;130;;Repas Standard
9132;4819;426;Repas Standard;109;;Repas Standard
9133;7225;1209;Repas Standard;37;oui;Repas Standard
9133;7225;1386;Repas Standard;94;;Repas Standard
9134;3937;620;Repas Halal;9;;Repas Standard
9135;7227;1421;Repas Standard;129;;Repas Standard
9136;7228;364;Repas Halal;123;;Repas Standard
9137;7228;364;Repas Halal;124;;Repas Standard
9138;447;501;Repas Halal;37;;Repas Standard
9139;5101;263;Repas Standard;125;;Repas Standard
9140;1195;526;Repas Standard;99;oui;Repas Standard
9140;1195;646;Repas Standard;23;;Repas Standard
9141;7229;1407;Repas Standard;78;;Repas Standard
9142;7226;2735;Repas Standard;125;;Repas Standard
9143;5330;3195;Repas Standard;135;;Repas Standard
9144;2510;231;Repas Halal;2;;Repas Standard
9145;7230;1997;Repas Standard;131;;Repas Standard
9146;7231;448;Repas Halal;56;;Repas Standard
9147;2009;316;Repas Halal;13;;Repas Standard
9148;7008;707;Repas Standard;132;;Repas Standard
9149;7234;454;Repas Standard;65;;Repas Standard
9150;7233;2062;Repas Standard;122;;Repas Standard
9151;7235;319;Repas Standard;96;oui;Repas Standard
9151;7235;608;Repas Standard;2;oui;Repas Standard
9151;7235;634;Repas Standard;37;;Repas Standard
9152;7236;1571;Repas Standard;133;oui;Repas Standard
9152;7236;999999;Repas Standard;1;;Repas Standard
9153;3357;377;Repas Halal;54;;Repas Standard
9154;4890;379;Repas Sans Porc;62;oui;Repas Standard
9154;4890;526;Repas Sans Porc;38;;Repas Standard
9155;7237;1946;Repas Standard;86;oui;Repas Standard
9155;7237;999999;Repas Standard;18;;Repas Standard
9156;7238;370;Repas Halal;134;;Repas Standard
9157;7239;536;Repas Standard;132;;Repas Standard
9158;7240;2293;Repas Standard;134;;Repas Standard
9159;7241;2113;Repas Standard;135;;Repas Standard
9160;7242;494;Repas Halal;132;;Repas Standard
9161;394;378;Repas Standard;129;;Repas Standard
9162;7243;1228;Repas Standard;133;;Repas Standard
9163;7244;661;Repas Halal;109;;Repas Standard
9164;7245;407;Repas Végétarien;27;;Repas vgtarien
9165;3270;2014;Repas Standard;125;;Repas Standard
9166;7246;555;Repas Halal;127;;Repas Standard
9167;5137;436;Repas Halal;3;;Repas Standard
9168;7232;251;Repas Halal;111;;Repas Standard
9169;5007;532;Repas Végétarien;77;oui;Repas vgtarien
9169;5007;684;Repas Végétarien;39;;Repas vgtarien
9170;6783;384;Repas Halal;127;;Repas Standard
9171;7247;395;Repas Standard;130;;Repas Standard
9172;2431;2436;Repas Standard;128;;Repas Standard
9173;7248;723;Repas Sans Porc;74;oui;Repas Standard
9173;7248;858;Repas Sans Porc;13;;Repas Standard
9174;5550;508;Repas Halal;61;;Repas Standard
9175;7249;999999;Repas Halal;128;;Repas Standard
9176;7250;2409;Repas Standard;126;;Repas Standard
9177;7251;409;Repas Halal;121;;Repas Standard
9178;7251;409;Repas Halal;80;oui;Repas Standard
9178;7251;409;Repas Standard;55;;Repas Standard
9179;7253;547;Repas Standard;131;;Repas Standard
9180;7254;550;Repas Halal;8;;Repas Standard
9181;7252;2438;Repas Standard;134;;Repas Standard
9182;7256;1090;Repas Standard;133;;Repas Standard
9183;7255;2134;Repas Standard;135;;Repas Standard
9184;3509;1346;Repas Halal;125;;Repas Standard
9185;1151;381;Repas Standard;125;;Repas Standard
9186;1151;381;Repas Standard;125;;Repas Standard
9187;4556;1427;Repas Standard;78;;Repas Standard
9188;7257;1486;Repas Standard;21;;Repas Standard
9189;3917;394;Repas Halal;135;;Repas Standard
9190;7258;468;Repas Standard;60;oui;Repas Standard
9190;7258;592;Repas Standard;67;;Repas Standard
9191;2286;1666;Repas Standard;108;;Repas Standard
9192;7259;2368;Repas Standard;123;;Repas Standard
9193;7261;752;Repas Standard;133;;Repas Standard
9194;3909;590;Repas Halal;57;oui;Repas Standard
9194;3909;624;Repas Halal;78;;Repas Standard
9195;7262;282;Repas Sans Porc;135;;Repas Standard
9196;7263;529;Repas Halal;61;oui;Repas Standard
9196;7263;885;Repas Halal;22;;Repas Standard
9197;1757;417;Repas Halal;135;;Repas Standard
9198;3133;456;Repas Sans Porc;122;;Repas Standard
9199;7264;2200;Repas Standard;135;;Repas Standard
9200;7265;198;Repas Standard;51;oui;Repas Standard
9200;7265;420;Repas Standard;51;;Repas Standard
9201;7266;573;Repas Standard;49;oui;Repas Standard
9201;7266;962;Repas Standard;8;;Repas Standard
9202;7267;999999;Repas Standard;133;;Repas Standard
9203;1619;378;Repas Halal;120;;Repas Standard
9204;2861;603;Repas Halal;129;;Repas Standard
9205;7268;533;Repas Standard;134;;Repas Standard
9206;7269;821;Repas Halal;37;;Repas Standard
9207;2970;716;Repas Standard;79;oui;Repas Standard
9207;2970;816;Repas Standard;53;;Repas Standard
9208;7270;1666;Repas Végétarien;71;;Repas vgtarien
9209;7270;1666;Repas Standard;71;;Repas Standard
9210;4315;985;Repas Halal;130;;Repas Standard
9211;7271;591;Repas Halal;28;;Repas Standard
9212;7272;462;Repas Sans Porc;121;;Repas Standard
9213;7273;806;Repas Halal;19;;Repas Standard
9214;7275;645;Repas Standard;48;;Repas Standard
9215;2998;2173;Repas Sans Porc;134;;Repas Standard
9216;7276;817;Repas Standard;135;;Repas Standard
9217;7277;304;Repas Standard;135;;Repas Standard
9218;6576;384;Repas Halal;130;;Repas Standard
9219;10;380;Repas Standard;15;;Repas Standard
9220;7278;1297;Repas Halal;36;;Repas Standard
9221;7279;999999;Repas Sans Porc;53;;Repas Standard
9222;7280;717;Repas Standard;32;oui;Repas Standard
9222;7280;791;Repas Standard;99;;Repas Standard
9223;7281;415;Repas Halal;98;;Repas Standard
9224;7281;415;Repas Halal;97;;Repas Standard
9225;7282;2659;Repas Standard;132;;Repas Standard
9226;5172;564;Repas Halal;25;;Repas Standard
9227;7283;1345;Repas Standard;68;;Repas Standard
9228;5173;394;Repas Halal;5;;Repas Standard
9229;7284;531;Repas Halal;4;;Repas Standard
9230;7285;710;Repas Standard;123;;Repas Standard
9231;7286;1478;Repas Halal;134;;Repas Standard
9232;7285;710;Repas Standard;122;;Repas Standard
9233;7287;2596;Repas Standard;114;;Repas Standard
9234;7288;616;Repas Halal;37;;Repas Standard
9235;7289;609;Repas Standard;53;;Repas Standard
9236;7290;999999;Repas Standard;134;;Repas Standard
9237;4106;326;Repas Standard;79;;Repas Standard
9238;7291;1534;Repas Sans Porc;134;;Repas Standard
9239;4999;588;Repas Sans Porc;115;;Repas Standard
9240;3526;1597;Repas Standard;133;;Repas Standard
9241;7292;401;Repas Standard;132;;Repas Standard
9242;7293;768;Repas Standard;74;;Repas Standard
9243;1494;554;Repas Halal;25;;Repas Standard
9244;1924;567;Repas Standard;21;;Repas Standard
9245;7294;750;Repas Standard;122;;Repas Standard
9246;7294;750;Repas Standard;125;;Repas Standard
9247;1726;794;Repas Végétarien;35;;Repas vgtarien
9248;7295;728;Repas Sans Porc;135;;Repas Standard
9249;4191;1694;Repas Standard;132;;Repas Standard
9250;7296;330;Repas Halal;38;oui;Repas Standard
9250;7296;416;Repas Halal;85;;Repas Standard
9251;7297;434;Repas Standard;133;;Repas Standard
9252;7298;520;Repas Halal;135;;Repas Standard
9253;7299;3181;Repas Standard;135;;Repas Standard
9254;1012;504;Repas Halal;35;;Repas Standard
9255;7300;764;Repas Sans Porc;135;;Repas Standard
9256;7301;800;Repas Sans Porc;29;oui;Repas Standard
9256;7301;951;Repas Sans Porc;102;;Repas Standard
9257;4986;1476;Repas Standard;129;;Repas Standard
9258;7302;357;Repas Halal;69;;Repas Standard
9259;7303;2518;Repas Standard;130;;Repas Standard
9260;7304;335;Repas Standard;135;;Repas Standard
9261;7305;894;Repas Halal;85;;Repas Standard
9262;2495;1460;Repas Standard;52;oui;Repas Standard
9262;2495;1700;Repas Standard;66;;Repas Standard
9263;7306;645;Repas Standard;132;;Repas Standard
9264;7306;645;Repas Standard;132;;Repas Standard
9265;7307;357;Repas Standard;19;;Repas Standard
9266;7308;1359;Repas Standard;132;;Repas Standard
9267;1184;694;Repas Standard;134;;Repas Standard
9268;7309;685;Repas Halal;82;oui;Repas Standard
9268;7309;764;Repas Halal;4;;Repas Standard
9269;7310;1272;Repas Sans Porc;135;;Repas Standard
9270;7311;1992;Repas Standard;75;;Repas Standard
9271;7312;1388;Repas Standard;129;;Repas Standard
9272;5036;2046;Repas Standard;60;;Repas Standard
9273;7313;1511;Repas Standard;135;;Repas Standard
9274;3106;1078;Repas Standard;134;;Repas Standard
9275;7314;2128;Repas Standard;100;;Repas Standard
9276;7315;665;Repas Standard;134;;Repas Standard
9277;7316;1523;Repas Standard;132;;Repas Standard
9278;2437;414;Repas Halal;102;;Repas Standard
9279;1765;325;Repas Standard;135;;Repas Standard
9280;2630;498;Repas Sans Porc;135;;Repas Standard
9281;7317;745;Repas Standard;87;;Repas Standard
9282;7318;1406;Repas Standard;80;;Repas Standard
9283;4320;402;Repas Standard;114;;Repas Standard
9284;7319;764;Repas Halal;61;oui;Repas Standard
9284;7319;930;Repas Halal;60;;Repas Standard
9285;6358;395;Repas Halal;128;;Repas Standard
9286;7320;530;Repas Standard;134;;Repas Standard
9287;7321;313;Repas Standard;25;oui;Repas Standard
9287;7321;347;Repas Standard;94;oui;Repas Standard
9287;7321;999999;Repas Standard;16;;Repas Standard
9288;7009;287;Repas Halal;120;;Repas Standard
9289;7322;557;Repas Standard;125;;Repas Standard
9290;2715;1270;Repas Standard;135;;Repas Standard
9291;1669;858;Repas Standard;134;;Repas Standard
9292;7323;403;Repas Halal;37;;Repas Standard
9293;7324;693;Repas Halal;89;;Repas Standard
9294;7325;1050;Repas Standard;134;;Repas Standard
9295;7326;999999;Repas Standard;110;;Repas Standard
9296;2128;406;Repas Halal;49;;Repas Standard
9297;7327;1698;Repas Standard;61;;Repas Standard
9298;7328;385;Repas Sans Porc;87;;Repas Standard
9299;1312;600;Repas Halal;126;;Repas Standard
9300;7329;1230;Repas Standard;38;;Repas Standard
9301;7330;907;Repas Végétarien;6;oui;Repas vgtarien
9301;7330;907;Repas Halal;5;oui;Repas Standard
9301;7330;1302;Repas Halal;1;;Repas Standard
9302;6620;515;Repas Standard;7;;Repas Standard
9303;7331;841;Repas Sans Porc;107;;Repas Standard
9304;3661;1869;Repas Halal;122;;Repas Standard
9305;7332;1706;Repas Standard;134;;Repas Standard
9306;7333;587;Repas Standard;136;;Repas Standard
9307;7334;249;Repas Halal;128;;Repas Standard
9308;7335;671;Repas Halal;30;;Repas Standard
9309;7336;1411;Repas Standard;121;;Repas Standard
9310;7337;1188;Repas Standard;6;;Repas Standard
9311;7338;494;Repas Standard;135;;Repas Standard
9312;2852;1521;Repas Standard;134;;Repas Standard
9313;7339;706;Repas Standard;128;;Repas Standard
9314;6695;282;Repas Standard;135;;Repas Standard
9315;3924;1803;Repas Standard;135;;Repas Standard
9316;2831;603;Repas Halal;13;;Repas Standard
9317;7340;288;Repas Sans Porc;127;oui;Repas Standard
9317;7340;288;Repas Végétarien;8;;Repas vgtarien
9318;7341;946;Repas Standard;52;;Repas Standard
9319;3160;548;Repas Halal;126;;Repas Standard
9320;6087;351;Repas Standard;36;oui;Repas Standard
9320;6087;351;Repas Sans Porc;72;oui;Repas Standard
9320;6087;460;Repas Standard;19;;Repas Standard
9321;7342;961;Repas Standard;126;;Repas Standard
9322;1911;644;Repas Standard;133;;Repas Standard
9323;1584;467;Repas Halal;123;;Repas Standard
9324;7343;1605;Repas Standard;21;oui;Repas Standard
9324;7343;1723;Repas Standard;4;;Repas Standard
9325;7344;637;Repas Standard;133;;Repas Standard
9326;2209;1318;Repas Végétarien;135;;Repas vgtarien
9327;7345;604;Repas Halal;25;;Repas Standard
9328;4506;1405;Repas Standard;129;;Repas Standard
9329;7346;999999;Repas Standard;105;;Repas Standard
9330;7347;1330;Repas Standard;130;;Repas Standard
9331;7348;1698;Repas Halal;122;;Repas Standard
9332;7349;1346;Repas Standard;129;;Repas Standard
9333;2078;545;Repas Halal;37;;Repas Standard
9334;7350;547;Repas Standard;99;oui;Repas Standard
9334;7350;1306;Repas Standard;35;;Repas Standard
9335;7351;705;Repas Végétarien;128;;Repas vgtarien
9336;7351;705;Repas Végétarien;129;;Repas vgtarien
9337;7352;803;Repas Standard;133;;Repas Standard
9338;7353;1575;Repas Standard;135;;Repas Standard
9339;5248;467;Repas Halal;5;;Repas Standard
9340;7354;1339;Repas Standard;125;;Repas Standard
9341;3948;1;Repas Standard;123;;Repas Standard
9342;7355;1632;Repas Standard;134;;Repas Standard
9343;2079;1771;Repas Standard;135;;Repas Standard
9344;5176;1622;Repas Standard;31;;Repas Standard
9345;1570;703;Repas Halal;102;;Repas Standard
9346;7356;340;Repas Standard;135;;Repas Standard
9347;7357;513;Repas Standard;50;;Repas Standard
9348;7887;1062;Repas Standard;134;;Repas Standard
9349;7358;1758;Repas Standard;128;;Repas Standard
9350;7359;2398;Repas Standard;136;;Repas Standard
9351;7359;2398;Repas Standard;136;;Repas Standard
9352;7361;1300;Repas Standard;134;;Repas Standard
9353;7362;999999;Repas Standard;134;;Repas Standard
9354;2467;1240;Repas Standard;133;;Repas Standard
9355;7363;556;Repas Standard;135;;Repas Standard
9356;7360;999999;Repas Standard;27;;Repas Standard
9357;7364;313;Repas Halal;131;;Repas Standard
9358;5740;213;Repas Sans Porc;3;oui;Repas Standard
9358;5740;213;Repas Halal;56;oui;Repas Standard
9358;5740;365;Repas Sans Porc;69;oui;Repas Standard
9358;5740;441;Repas Sans Porc;2;;Repas Standard
9359;5878;278;Repas Standard;135;;Repas Standard
9360;6855;546;Repas Standard;72;;Repas Standard
9361;6313;351;Repas Standard;41;;Repas Standard
9362;7365;390;Repas Halal;135;;Repas Standard
9363;4470;722;Repas Standard;9;oui;Repas Standard
9363;4470;1099;Repas Standard;90;;Repas Standard
9364;7366;697;Repas Standard;135;;Repas Standard
9365;7367;999999;Repas Végétarien;135;;Repas vgtarien
9366;1789;1661;Repas Standard;70;;Repas Standard
9367;7368;1193;Repas Halal;8;;Repas Standard
9368;4065;1926;Repas Standard;134;;Repas Standard
9369;7369;606;Repas Standard;45;;Repas Standard
9370;7370;1895;Repas Standard;131;;Repas Standard
9371;2860;1186;Repas Standard;135;;Repas Standard
9372;4993;2528;Repas Standard;129;;Repas Standard
9373;7371;692;Repas Standard;131;;Repas Standard
9374;4577;716;Repas Standard;133;;Repas Standard
9375;7373;778;Repas Halal;119;;Repas Standard
9376;7372;971;Repas Standard;116;oui;Repas Standard
9376;7372;1788;Repas Standard;13;;Repas Standard
9377;7374;913;Repas Standard;135;;Repas Standard
9378;7375;933;Repas Halal;100;;Repas Standard
9379;7376;999999;Repas Standard;136;;Repas Standard
9380;4561;2311;Repas Standard;135;;Repas Standard
9381;2592;1938;Repas Standard;132;;Repas Standard
9382;1880;409;Repas Halal;36;;Repas Standard
9383;2111;1911;Repas Standard;134;;Repas Standard
9384;7377;1117;Repas Standard;135;;Repas Standard
9385;7378;288;Repas Halal;93;;Repas Standard
9386;7379;170;Repas Standard;28;;Repas Standard
9387;4284;1597;Repas Standard;63;;Repas Standard
9388;7380;362;Repas Halal;55;;Repas Standard
9389;5259;2018;Repas Sans Porc;131;;Repas Standard
9390;2474;339;Repas Halal;132;;Repas Standard
9391;7381;601;Repas Halal;131;;Repas Standard
9392;6968;613;Repas Halal;2;;Repas Standard
9393;1534;1587;Repas Standard;74;;Repas Standard
9394;1534;1587;Repas Standard;74;;Repas Standard
9395;7382;238;Repas Halal;135;;Repas Standard
9396;7383;945;Repas Standard;135;;Repas Standard
9397;7384;552;Repas Standard;56;;Repas Standard
9398;2718;425;Repas Standard;135;;Repas Standard
9399;7385;1025;Repas Standard;101;;Repas Standard
9400;3321;403;Repas Halal;80;;Repas Standard
9401;7386;3046;Repas Standard;130;;Repas Standard
9402;9565;465;Repas Halal;4;oui;Repas Standard
9402;9565;594;Repas Halal;4;;Repas Standard
9403;1305;668;Repas Halal;53;;Repas Standard
9404;7387;999999;Repas Standard;60;;Repas Standard
9405;7388;557;Repas Halal;134;;Repas Standard
9406;4447;417;Repas Halal;20;;Repas Standard
9407;7389;1875;Repas Standard;110;;Repas Standard
9408;5321;1880;Repas Standard;103;;Repas Standard
9409;695;888;Repas Halal;84;;Repas Standard
9410;7390;438;Repas Végétarien;16;;Repas vgtarien
9411;1715;590;Repas Végétarien;30;;Repas vgtarien
9412;3629;507;Repas Halal;4;;Repas Standard
9413;7391;2150;Repas Standard;135;;Repas Standard
9414;7392;714;Repas Halal;17;oui;Repas Standard
9414;7392;764;Repas Halal;87;;Repas Standard
9415;1839;259;Repas Végétarien;136;;Repas vgtarien
9416;7393;1389;Panier;8;oui;Panier
9416;7393;1389;Repas Halal;103;oui;Repas Standard
9416;7393;999999;Repas Halal;3;;Repas Standard
9417;5129;661;Repas Standard;111;;Repas Standard
9418;7395;489;Repas Halal;136;;Repas Standard
9419;7394;1191;Repas Sans Porc;91;;Repas Standard
9420;744;646;Repas Standard;43;;Repas Standard
9421;5083;438;Repas Halal;4;oui;Repas Standard
9421;5083;999999;Repas Halal;1;;Repas Standard
9422;7396;387;Repas Standard;21;oui;Repas Standard
9422;7396;605;Repas Standard;101;;Repas Standard
9423;7397;811;Repas Standard;33;;Repas Standard
9424;7398;1638;Repas Standard;135;;Repas Standard
9425;7399;251;Repas Standard;114;;Repas Standard
9426;1772;359;Repas Sans Porc;135;;Repas Standard
9427;882;548;Repas Halal;33;oui;Repas Standard
9427;882;640;Repas Halal;74;;Repas Standard
9428;5420;396;Repas Standard;44;;Repas Standard
9429;1360;413;Repas Halal;100;;Repas Standard
9430;7400;415;Repas Standard;135;;Repas Standard
9431;7401;3160;Repas Standard;135;;Repas Standard
9432;5697;571;Repas Halal;126;;Repas Standard
9433;2489;1538;Repas Standard;133;;Repas Standard
9434;5040;316;Repas Halal;23;oui;Repas Standard
9434;5040;580;Repas Halal;4;;Repas Standard
9435;4912;363;Repas Halal;12;;Repas Standard
9436;7402;460;Repas Standard;67;oui;Repas Standard
9436;7402;580;Repas Standard;65;;Repas Standard
9437;7403;751;Repas Halal;47;oui;Repas Standard
9437;7403;903;Repas Halal;86;;Repas Standard
9438;7404;316;Repas Sans Porc;82;;Repas Standard
9439;2670;939;Repas Halal;8;;Repas Standard
9440;7405;1553;Repas Standard;135;;Repas Standard
9441;7406;795;Repas Sans Porc;35;oui;Repas Standard
9441;7406;1915;Repas Sans Porc;94;;Repas Standard
9442;7407;380;Repas Halal;84;;Repas Standard
9443;7307;357;Repas Standard;19;;Repas Standard
9444;7408;256;Repas Standard;69;oui;Repas Standard
9444;7408;801;Repas Standard;44;;Repas Standard
9445;3014;249;Repas Standard;135;;Repas Standard
9446;7409;2062;Repas Standard;135;;Repas Standard
9447;7410;293;Repas Standard;135;;Repas Standard
9448;7411;703;Repas Standard;131;;Repas Standard
9449;7412;499;Repas Standard;113;oui;Repas Standard
9449;7412;515;Repas Standard;13;;Repas Standard
9450;1918;1310;Repas Standard;133;;Repas Standard
9451;7413;1866;Repas Standard;37;;Repas Standard
9452;3885;832;Repas Halal;119;;Repas Standard
9453;2336;502;Repas Halal;109;;Repas Standard
9454;7414;803;Repas Végétarien;4;oui;Repas vgtarien
9454;7414;803;Repas Halal;131;;Repas Standard
9455;7415;447;Repas Halal;98;;Repas Standard
9456;1998;323;Repas Standard;133;;Repas Standard
9457;7416;1814;Repas Standard;135;;Repas Standard
9458;7417;2706;Repas Standard;129;;Repas Standard
9459;7418;485;Repas Sans Porc;125;;Repas Standard
9460;4301;1310;Repas Halal;134;;Repas Standard
9461;3359;1998;Repas Halal;134;;Repas Standard
9462;4058;1081;Repas Standard;112;;Repas Standard
9463;3619;1799;Repas Standard;63;;Repas Standard
9464;7419;1137;Repas Standard;99;;Repas Standard
9465;7420;1982;Repas Standard;35;;Repas Standard
9466;7421;1218;Repas Standard;135;;Repas Standard
9467;6315;635;Repas Halal;133;;Repas Standard
9468;2204;742;Repas Halal;125;;Repas Standard
9469;7422;1070;Repas Standard;135;;Repas Standard
9470;7423;1308;Repas Standard;87;;Repas Standard
9471;7424;1068;Repas Standard;134;;Repas Standard
9472;7425;799;Repas Halal;25;oui;Repas Standard
9472;7425;875;Repas Halal;85;;Repas Standard
9473;7426;1025;Repas Standard;134;;Repas Standard
9474;3074;609;Repas Halal;30;oui;Repas Standard
9474;3074;1212;Repas Halal;104;;Repas Standard
9475;7427;2173;Repas Standard;134;;Repas Standard
9476;276;605;Repas Végétarien;2;;Repas vgtarien
9477;7428;1242;Repas Standard;135;;Repas Standard
9478;7429;490;Repas Standard;135;;Repas Standard
9479;6082;466;Repas Halal;19;;Repas Standard
9480;6126;588;Repas Halal;49;;Repas Standard
9481;7430;632;Repas Végétarien;135;;Repas vgtarien
9482;5834;597;Repas Halal;135;;Repas Standard
9483;7431;982;Repas Standard;132;;Repas Standard
9484;7432;999999;Repas Standard;135;;Repas Standard
9485;2040;335;Repas Halal;25;oui;Repas Standard
9485;2040;413;Repas Halal;110;;Repas Standard
9486;2219;1297;Repas Standard;102;;Repas Standard
9487;7433;1170;Repas Standard;135;;Repas Standard
9488;3536;2277;Repas Standard;132;;Repas Standard
9489;428;1091;Repas Standard;68;;Repas Standard
9490;4255;1455;Repas Standard;102;;Repas Standard
9491;6514;509;Repas Halal;124;;Repas Standard
9492;3628;999999;Repas Standard;100;;Repas Standard
9493;1785;459;Repas Standard;135;;Repas Standard
9494;7434;381;Repas Standard;134;;Repas Standard
9495;5185;616;Repas Halal;134;;Repas Standard
9496;3614;1846;Repas Standard;135;;Repas Standard
9497;1548;540;Repas Standard;132;;Repas Standard
9498;7435;391;Repas Standard;88;;Repas Standard
9499;6521;365;Repas Standard;135;;Repas Standard
9500;7436;935;Repas Halal;10;;Repas Standard
9501;5045;1226;Repas Standard;135;;Repas Standard
9502;5267;1604;Repas Halal;135;;Repas Standard
9503;2544;431;Repas Standard;79;;Repas Standard
9504;7437;800;Repas Halal;59;oui;Repas Standard
9504;7437;966;Repas Halal;72;;Repas Standard
9505;3932;519;Repas Halal;84;;Repas Standard
9506;7438;1;Repas Standard;135;;Repas Standard
9507;4254;366;Repas Standard;1;;Repas Standard
9508;1582;657;Repas Halal;100;;Repas Standard
9509;7439;1977;Repas Standard;135;;Repas Standard
9510;6830;611;Repas Standard;135;;Repas Standard
9511;3815;353;Repas Standard;94;;Repas Standard
9512;3815;353;Repas Standard;94;;Repas Standard
9513;7440;545;Repas Halal;129;;Repas Standard
9514;7441;2188;Repas Standard;132;;Repas Standard
9515;3032;483;Repas Standard;49;;Repas Standard
9516;7442;373;Repas Standard;100;;Repas Standard
9517;7443;2278;Repas Standard;128;;Repas Standard
9518;5149;672;Repas Halal;1;;Repas Standard
9519;7444;556;Repas Standard;135;;Repas Standard
9520;7445;1433;Repas Standard;105;;Repas Standard
9521;7446;1537;Repas Standard;27;;Repas Standard
9522;1470;1105;Repas Standard;135;;Repas Standard
9523;7447;422;Repas Standard;33;oui;Repas Standard
9523;7447;3501;Repas Standard;97;;Repas Standard
9524;7448;421;Repas Végétarien;127;;Repas vgtarien
9525;7449;1640;Repas Sans Porc;134;;Repas Standard
9526;7450;812;Repas Standard;113;;Repas Standard
9527;4995;580;Repas Halal;112;;Repas Standard
9528;3854;112;Repas Halal;20;;Repas Standard
9529;2096;305;Repas Halal;53;;Repas Standard
9530;7451;379;Repas Halal;8;;Repas Standard
9531;7452;1862;Repas Standard;135;;Repas Standard
9532;7453;772;Repas Standard;103;oui;Repas Standard
9532;7453;845;Repas Standard;26;;Repas Standard
9533;7453;772;Repas Standard;103;oui;Repas Standard
9533;7453;845;Repas Standard;25;;Repas Standard
9534;893;668;Repas Halal;46;oui;Repas Standard
9534;893;718;Repas Halal;45;;Repas Standard
9535;7454;854;Repas Standard;134;;Repas Standard
9536;7455;1027;Repas Standard;64;oui;Repas Standard
9536;7455;1814;Repas Standard;70;;Repas Standard
9537;6807;299;Repas Sans Porc;62;;Repas Standard
9538;5307;404;Repas Halal;135;;Repas Standard
9539;7456;560;Repas Standard;136;;Repas Standard
9540;7457;597;Repas Halal;81;;Repas Standard
9541;4478;1850;Repas Standard;25;;Repas Standard
9542;7458;1706;Repas Standard;135;;Repas Standard
9543;7459;254;Repas Halal;113;;Repas Standard
9544;4037;1358;Repas Halal;133;;Repas Standard
9545;7460;773;Repas Standard;135;;Repas Standard
9546;5027;1153;Repas Standard;58;;Repas Standard
9547;3950;569;Repas Standard;135;;Repas Standard
9548;1156;418;Repas Halal;69;;Repas Standard
9549;3943;554;Repas Standard;123;;Repas Standard
9550;4801;473;Repas Halal;98;;Repas Standard
9551;7461;404;Repas Sans Porc;123;;Repas Standard
9552;7462;1513;Repas Standard;132;;Repas Standard
9553;7463;884;Repas Standard;100;;Repas Standard
